.1....94..9..1.5....358.2..1....6....35.216..2.......39....5.6....6.8...3..2....4,27,43,11,0,0,0,1,0,0,Intermediate,
..........2.....78.78.6..5........4...917.6....1..52...54........7.8..6.8..9.41..,24,38,18,3,1,3,0,1,0,Expert,
...18.......796....7...5.9...9.3..1..4..1....3..6.4..7.6..7...5...5.3....81......,24,52,14,0,3,1,0,2,2,Expert,
7.41.8....8...4.3.1.5....7.2......1......2..6..1.........6...8...8.7..25.2.8.34..,25,40,15,1,0,0,1,1,0,Expert,
1..8........41..3.8...79.5.7.819634..437.....91...57.....9...7...7....1.......8..,28,55,6,1,0,3,0,2,2,Expert,
4.........3..65....61..7..8.98..61.......36...7..5....78...1.....43....6.1.6.8.9.,26,41,14,0,0,0,0,0,0,Easy,
2.64...3..7...8.............847..35.6.9.5..4.....4.2....5.87.....8...5.6.6...3...,25,40,15,2,1,1,0,1,0,Expert,
..247....57.3....2.1.58...3.4.......8.............3.5.2....86....674..353...2..87,27,44,10,0,0,0,0,0,0,Easy,
.....9.....96..1.51...4..8..........24.8..3..3..452..84..586.3...39.........14...,26,93,11,6,1,1,0,7,8,Expert,
.73.5....8..94...19.2..8..5...5..4.2.......131..48..5....23.......8...29.......34,27,47,13,1,0,1,0,3,2,Expert,
.2...64..64351...............2..16..8...47...5......27.7....162......8.44.6......,25,34,18,1,2,1,2,4,0,Expert,
53.....2......7..9..94....6..4..2...95.......2.795...4..8.6.5...........4...8..3.,23,33,23,4,1,1,1,2,0,Expert,
85.3...2..........71..2...4......5..3...71.4..2.83..17.3.......278....3.641....72,28,35,18,2,0,2,0,0,0,Intermediate,
.41..6.....2....1..6..7....3.......6...4...816..7.3.4....2.4.75.8....43.....35...,25,39,16,1,0,1,1,1,0,Expert,
......5.........136753..2....7.....53..71.6..4......8.5...4......4...8...365.8..7,25,48,8,0,0,0,0,0,0,Easy,
.7.6.....4..8.97.6.9.....4..8.76.....324..........8.5..2.9.75....9...3.7...3.4.2.,27,65,12,3,1,0,0,5,4,Expert,
..........3.9....1.273....4.465..9.71.............4..6..1.5.69.5.4..3.7....792...,26,39,16,0,0,0,0,0,0,Easy,
.46..8.5.3..1....4.2839..1.8.1...2.5...9....8....6.19....2..58......9.......3.4..,27,54,0,0,0,0,0,0,0,Simple,
.....613...4...7....8.......7....4.3.......672...8.....2...96...4.1.2.9.8.97....2,24,35,22,0,0,0,0,0,0,Easy,
..3...8.2.......45...7.....5...........862...3........4.5..3.7....41..6.2.6..83..,22,34,23,0,1,1,0,2,0,Expert,
....7...1.45...8..13....4.....81..6..5..2.13...8.....2..4......72.58...6.8......7,25,47,9,0,0,0,0,0,0,Easy,
.78.4..3..5......22....71...2.41..5.3...8..4...472..........4.3.......17.....56..,25,36,20,0,0,0,0,0,0,Easy,
.12..89....5...16.4..65.....3..9...5..64.........8............3.5...9.2.....2.649,24,28,27,0,1,3,0,2,0,Expert,
24...6....17...2.........58..185..94..517.....89.....7......9..9......4....7....1,24,30,27,0,0,1,0,0,0,Intermediate,
6....735.....4.9.6..5....1.....1...3....9..2.26....79....4.1..5.....2631.7.56....,27,35,19,0,0,0,0,0,0,Easy,
....8...1...76.5..4......7.....3...4...9....8.3...1.9.5..8....98.....3.5...6.3.4.,23,36,22,0,0,0,0,0,0,Easy,
.4..3....63..7.2....9.......6..2.3...74......8.........2.3.748...324.19.....96..2,26,36,19,1,0,0,0,0,0,Intermediate,
5..7...........46...645..79..7.8.6..3....7.8..9.62.34.63.....9.92..............3.,26,41,14,0,0,0,0,0,0,Easy,
76....9.......93...2.74..8.....6.......8.3.....84.......72.86...82..179.1..9...3.,26,49,8,3,1,1,0,2,2,Expert,
.3..8...7.51..9..8....5...2.8..67......31...59.........7..321.....59...6...7.68..,26,56,14,0,1,2,0,5,4,Expert,
